Zeit;Kanal A
(ms);(V)

16.20930193;0.62253930
16.23430193;0.62253930
16.25930193;0.62253930
16.28430193;0.60371550
16.30930192;0.62253930
16.33430192;0.60371550
16.35930192;0.60371550
16.38430192;0.60371550
16.40930192;0.62253930
16.43430192;0.60371550
16.45930192;0.60371550
16.48430192;0.62253930
16.50930192;0.64142470
16.53430192;0.62253930
16.55930192;0.62253930
16.58430192;0.62253930
16.60930192;0.60371550
16.63430192;0.62253930
16.65930192;0.62253930
16.68430192;0.62253930
16.70930191;0.62253930
16.73430191;0.60371550
16.75930191;0.62253930
16.78430191;0.60371550
16.80930191;0.60371550
16.83430191;0.62253930
16.85930191;0.62253930
16.88430191;0.58483020
16.90930191;0.62253930
16.93430191;0.62253930
16.95930191;0.60371550
16.98430191;0.62253930
17.00930191;0.62253930
17.03430191;0.60371550
17.05930191;0.62253930
17.08430191;0.62253930
17.10930190;0.60371550
17.13430190;0.62253930
17.15930190;0.62253930
17.18430190;0.62253930
17.20930190;0.60371550
17.23430190;0.62253930
17.25930190;0.62253930
17.28430190;0.62253930
17.30930190;0.62253930
17.33430190;0.60371550
17.35930190;0.60371550
17.38430190;0.62253930
17.40930190;0.62253930
17.43430190;0.62253930
17.45930190;0.64142470
17.48430190;0.62253930
17.50930189;0.62253930
17.53430189;0.62253930
17.55930189;0.60371550
17.58430189;0.64142470
17.60930189;0.64142470
17.63430189;0.56594490
17.65930189;0.62253930
17.68430189;0.62253930
17.70930189;0.62253930
17.73430189;0.60371550
17.75930189;0.62253930
17.78430189;0.60371550
17.80930189;0.66031000
17.83430189;0.62253930
17.85930189;0.60371550
17.88430188;0.62253930
17.90930188;0.62253930
17.93430188;0.60371550
17.95930188;0.62253930
17.98430188;0.62253930
18.00930188;0.62253930
18.03430188;0.56594490
18.05930188;0.62253930
18.08430188;0.62253930
18.10930188;0.62253930
18.13430188;0.60371550
18.15930188;0.60371550
18.18430188;0.62253930
18.20930188;0.60371550
18.23430188;0.62253930
18.25930188;0.62253930
18.28430187;0.60371550
18.30930187;0.62253930
18.33430187;0.62253930
18.35930187;0.62253930
18.38430187;0.60371550
18.40930187;0.62253930
18.43430187;0.62253930
18.45930187;0.62253930
18.48430187;0.62253930
18.50930187;0.62253930
18.53430187;0.60371550
18.55930187;0.62253930
18.58430187;0.62253930
18.60930187;0.62253930
18.63430187;0.58483020
18.65930187;0.54712100
18.68430186;0.62253930
18.70930186;0.62253930
18.73430186;0.62253930
18.75930186;0.62253930
18.78430186;0.60371550
18.80930186;0.60371550
18.83430186;0.62253930
